date,x,y,z,vx,vy,vz
A.D. 2023-Apr-23 00:00:00.0000,4.576797722199731,1.891547282834342,-0.110254846238298,-0.002972923545635873,0.00733657378934971,3.605921926332555e-05
A.D. 2023-Apr-24 00:00:00.0000,4.573819486446071,1.89888113158275,-0.1102186630967,-0.002983470856096765,0.007331805212241765,3.633282424166116e-05
A.D. 2023-Apr-25 00:00:00.0000,4.570829832088822,1.906210736265678,-0.1101822002391388,-0.00299557821639881,0.007326775127745262,3.657410371990781e-05
A.D. 2023-Apr-26 00:00:00.0000,4.567829114937068,1.913535228232295,-0.1101454852454898,-0.003006372115105511,0.007322615858719686,3.686202774535485e-05
A.D. 2023-Apr-27 00:00:00.0000,4.564816673442104,1.920854946816811,-0.1101085179532605,-0.003017720776678971,0.007316574093781092,3.707654372735691e-05
A.D. 2023-Apr-28 00:00:00.0000,4.561794010005385,1.928169572650156,-0.1100712831699194,-0.003028293023957775,0.007312777934798596,3.7386755097533e-05
A.D. 2023-Apr-29 00:00:00.0000,4.558760197948695,1.93547972095471,-0.1100337705248102,-0.00303884792777086,0.007307874287132226,3.765781479157532e-05
A.D. 2023-Apr-30 00:00:00.0000,4.555715422461989,1.942785992307037,-0.1099959579996029,-0.003051196379876887,0.007303994371349451,3.793616714258367e-05
A.D. 2023-May-01 00:00:00.0000,4.552658817620155,1.950087018538501,-0.1099579063015951,-0.003061736768830574,0.007298700848165392,3.819464320592528e-05
A.D. 2023-May-02 00:00:00.0000,4.549591021226146,1.957383511811917,-0.1099195781976014,-0.003073763960150751,0.007293616394280558,3.843890105625293e-05
A.D. 2023-May-03 00:00:00.0000,4.546512220400952,1.964674579303705,-0.1098810044737409,-0.003084210031584305,0.007289059089910912,3.872139063401401e-05
A.D. 2023-May-04 00:00:00.0000,4.543421955197962,1.971960793624614,-0.1098421745336991,-0.003095619558234139,0.007282943099531905,3.893466410775059e-05
A.D. 2023-May-05 00:00:00.0000,4.540321617047318,1.979241574835046,-0.1098030848015037,-0.003105705728579393,0.007278916694450358,3.924611929668426e-05
A.D. 2023-May-06 00:00:00.0000,4.537210408214802,1.986517856935012,-0.1097637115126382,-0.003116161557873858,0.00727385734845328,3.951561307958763e-05
A.D. 2023-May-07 00:00:00.0000,4.534088609007886,1.993790167338397,-0.1097240337979481,-0.003128089391687865,0.007270247399780536,3.981181102629434e-05
A.D. 2023-May-08 00:00:00.0000,4.530955023317311,2.001057428171823,-0.1096841076067175,-0.003138645985112663,0.007264830961174149,4.00673808072724e-05
A.D. 2023-May-09 00:00:00.0000,4.527810436087342,2.008320208451569,-0.1096438983560348,-0.003150632562768361,0.007260063671589732,4.032577019412982e-05
A.D. 2023-May-10 00:00:00.0000,4.524654723823741,2.015577617608299,-0.1096034407969357,-0.00316101143118189,0.007255372235019414,4.060714620543827e-05
